"ID";"FarmTypes";"Regions";"Periods";"UtilisedAgriculturalAreaUAA_3";"UtilisedAgriculturalAreaUAA_6";"ArableLandTotal_8";"Cereals_14";"ArableLandTotal_21";"Cereals_27";"HorticultureInTheOpenTotal_34";"HorticultureInTheOpenTotal_40";"HorticultureUnderGlassTotal_46";"HorticultureUnderGlassTotal_51";"GrasslandAndForagePlantsTotal_72";"GrasslandAndForagePlantsTotal_78";"CattleTotal_84";"Sheep_95";"GrazingLivestockTotal_102";"HousedAnimalsTotal_135"
"26631";"A009523";"PV28  ";"2015JJ00";"  227502";"      50";"   75421";"   35035";"      41";"      32";"   10894";"      17";"    1400";"       1";"  141173";"      48";"    2611";"    1681";"      50";"       1"
"26632";"A009523";"PV28  ";"2016JJ00";"  248233";"      46";"   86353";"   35087";"      36";"      32";"    9821";"      16";"       0";"       0";"  152059";"      45";"    3049";"    1154";"      46";"       2"
"26633";"A009523";"PV28  ";"2017JJ00";"  250733";"      52";"   89810";"   31039";"      40";"      36";"    8835";"      19";"    1700";"       1";"  152071";"      52";"    2947";"    1297";"      52";"       2"
"26634";"A009523";"PV28  ";"2018JJ00";"  283438";"      51";"   89596";"   29627";"      34";"      29";"   13145";"      25";"       0";"       0";"  180697";"      51";"    3497";"    2159";"      51";"       0"
"26635";"A009523";"PV28  ";"2019JJ00";"  249084";"      43";"   91549";"   31306";"      36";"      30";"    9386";"      15";"    1300";"       1";"  148136";"      43";"    2481";"    1169";"      43";"       2"
"26636";"A009523";"PV28  ";"2020JJ00";"  299037";"      48";"  104419";"   31746";"      38";"      31";"   10337";"      17";"    1300";"       1";"  184268";"      47";"    2795";"    2222";"      47";"       5"
"26637";"A009523";"PV28  ";"2021JJ00";"  251836";"      46";"   87553";"   34315";"      37";"      29";"   10666";"      16";"    1600";"       2";"  153601";"      44";"    2877";"    1117";"      46";"       4"
"26638";"A009523";"PV28  ";"2022JJ00";"  267683";"      40";"   79825";"   28766";"      28";"      21";"   11734";"      19";"    1200";"       1";"  176112";"      39";"    3400";"    2059";"      40";"       4"
"26639";"A009523";"PV28  ";"2023JJ00";"  262883";"      43";"   90604";"   36806";"      35";"      30";"    8154";"      16";"       0";"       0";"  164125";"      43";"    2538";"    1901";"      43";"       5"
"26640";"A009523";"PV29  ";"2000JJ00";" 1100042";"     303";"  757021";"  248225";"     300";"     252";"   13181";"      49";"    2050";"       2";"  329819";"     276";"   10606";"   11095";"     257";"      71"
"26641";"A009523";"PV29  ";"2001JJ00";" 1152258";"     289";"  818096";"  268958";"     285";"     246";"   13228";"      44";"    2000";"       2";"  320914";"     257";"    9511";"   10924";"     233";"      77"
"26642";"A009523";"PV29  ";"2002JJ00";" 1149265";"     274";"  803961";"  272651";"     272";"     240";"   11126";"      38";"    7040";"       3";"  334108";"     244";"    9662";"    8135";"     218";"      75"
"26643";"A009523";"PV29  ";"2003JJ00";"  928861";"     225";"  581104";"  195483";"     220";"     197";"   16735";"      32";"     800";"       1";"  331014";"     210";"    8422";"    8647";"     192";"      51"
"26644";"A009523";"PV29  ";"2004JJ00";"  937192";"     229";"  550063";"  190554";"     224";"     198";"   12298";"      40";"    2200";"       2";"  374809";"     215";"    9249";"   11352";"     202";"      46"
"26645";"A009523";"PV29  ";"2005JJ00";"  834179";"     213";"  497413";"  179225";"     208";"     186";"   10862";"      33";"    1200";"       1";"  325892";"     201";"    8538";"   10117";"     194";"      34"
"26646";"A009523";"PV29  ";"2006JJ00";"  817207";"     215";"  492294";"  182977";"     210";"     189";"   12292";"      35";"    2000";"       2";"  312601";"     206";"    8249";"    8934";"     197";"      32"
"26647";"A009523";"PV29  ";"2007JJ00";"  715641";"     192";"  413816";"  168631";"     186";"     162";"   10913";"      29";"    1260";"       2";"  290899";"     183";"    6893";"    7738";"     175";"      33"
"26648";"A009523";"PV29  ";"2008JJ00";"  741130";"     191";"  408880";"  193039";"     188";"     176";"   10337";"      25";"    1200";"       1";"  321901";"     181";"    7568";"    6641";"     176";"      27"
"26649";"A009523";"PV29  ";"2009JJ00";"  705214";"     177";"  408481";"  175651";"     171";"     154";"    8380";"      26";"    1360";"       2";"  288339";"     166";"    6969";"    7803";"     163";"      25"
"26650";"A009523";"PV29  ";"2010JJ00";"  685339";"     172";"  399381";"  163893";"     165";"     144";"    6777";"      25";"     800";"       1";"  279173";"     166";"    6948";"    5465";"     159";"      25"
"26651";"A009523";"PV29  ";"2011JJ00";"  816282";"     194";"  434421";"  187525";"     189";"     160";"    8210";"      26";"     240";"       1";"  373649";"     190";"    8736";"    6385";"     181";"      24"
"26652";"A009523";"PV29  ";"2012JJ00";"  749694";"     167";"  416159";"  168519";"     162";"     140";"    6959";"      24";"       0";"       0";"  326576";"     163";"    7534";"    6594";"     153";"      28"
"26653";"A009523";"PV29  ";"2013JJ00";"  729547";"     171";"  408406";"  168422";"     169";"     146";"    6197";"      22";"       0";"       0";"  314944";"     167";"    7085";"    6025";"     158";"      23"
"26654";"A009523";"PV29  ";"2014JJ00";"  616866";"     139";"  313878";"  125894";"     136";"     111";"    5942";"      23";"       1";"       1";"  297046";"     136";"    6371";"    5120";"     131";"      17"
"26655";"A009523";"PV29  ";"2015JJ00";"  558700";"     131";"  297890";"  119277";"     129";"     106";"    6840";"      19";"       0";"       0";"  253970";"     129";"    5918";"    5884";"     121";"      15"
"26656";"A009523";"PV29  ";"2016JJ00";"  585888";"     114";"  331901";"  115318";"     111";"      96";"    6334";"      15";"       0";"       0";"  247653";"     112";"    7091";"    4777";"     106";"      14"
"26657";"A009523";"PV29  ";"2017JJ00";"  595025";"     118";"  318918";"  103321";"     114";"      89";"    5956";"      15";"       0";"       0";"  270151";"     116";"    7777";"    3511";"     110";"      16"
"26658";"A009523";"PV29  ";"2018JJ00";"  642587";"     117";"  319535";"  112210";"     112";"      93";"    7441";"      18";"       0";"       0";"  315611";"     116";"    7735";"    4695";"     111";"      14"
"26659";"A009523";"PV29  ";"2019JJ00";"  644323";"     114";"  324856";"  102255";"     110";"      85";"    9671";"      20";"       0";"       0";"  309796";"     112";"    7583";"    5309";"     108";"      12"
"26660";"A009523";"PV29  ";"2020JJ00";"  625286";"     122";"  301409";"   95576";"     115";"      93";"   13013";"      20";"       0";"       0";"  310864";"     120";"    7336";"    4743";"     110";"      15"
"26661";"A009523";"PV29  ";"2021JJ00";"  595264";"     104";"  299461";"   99683";"      98";"      83";"   10913";"      21";"       0";"       0";"  284890";"     102";"    7306";"    4494";"      95";"      10"
"26662";"A009523";"PV29  ";"2022JJ00";"  534271";"      87";"  266693";"   92799";"      82";"      69";"   12674";"      19";"     480";"       1";"  254899";"      84";"    7241";"    3561";"      80";"      11"
"26663";"A009523";"PV29  ";"2023JJ00";"  584876";"      99";"  315627";"  106294";"      97";"      80";"    9804";"      18";"       0";"       0";"  259445";"      96";"    7525";"    3904";"      91";"      13"
"26664";"A009523";"PV30  ";"2000JJ00";" 1790331";"     737";" 1088182";"  321310";"     638";"     400";"   83093";"     240";"   57650";"      17";"  618479";"     625";"   25368";"    5207";"     597";"     225"
"26665";"A009523";"PV30  ";"2001JJ00";" 1585813";"     697";"  999751";"  349447";"     620";"     422";"   67814";"     209";"   53540";"      15";"  517713";"     580";"   21285";"    4664";"     577";"     206"
"26666";"A009523";"PV30  ";"2002JJ00";" 1728998";"     715";"  974825";"  348196";"     619";"     421";"   92674";"     244";"   46262";"      15";"  661036";"     629";"   25951";"    5161";"     590";"     208"
"26667";"A009523";"PV30  ";"2003JJ00";" 1643386";"     622";"  906767";"  301510";"     542";"     336";"   85395";"     212";"   32766";"      11";"  650896";"     557";"   23101";"    5048";"     513";"     176"
"26668";"A009523";"PV30  ";"2004JJ00";" 1872156";"     639";"  975974";"  316018";"     559";"     363";"   89902";"     211";"   11350";"       7";"  806166";"     570";"   25169";"    5868";"     537";"     167"
"26669";"A009523";"PV30  ";"2005JJ00";" 1551640";"     587";"  820011";"  263883";"     492";"     298";"   92351";"     206";"   13120";"       6";"  639147";"     521";"   22487";"    6667";"     490";"     160"
"26670";"A009523";"PV30  ";"2006JJ00";" 1642590";"     582";"  840705";"  242908";"     490";"     296";"  111664";"     223";"   55640";"       8";"  689665";"     530";"   25471";"    7460";"     479";"     164"
"26671";"A009523";"PV30  ";"2007JJ00";" 1512879";"     513";"  741923";"  234520";"     429";"     264";"  104724";"     208";"   25562";"      10";"  665976";"     472";"   25158";"    7539";"     424";"     143"
"26672";"A009523";"PV30  ";"2008JJ00";" 1535928";"     504";"  716851";"  227615";"     399";"     244";"  110295";"     232";"   19600";"      11";"  708586";"     458";"   23437";"    4028";"     401";"     168"
"26673";"A009523";"PV30  ";"2009JJ00";" 1468629";"     487";"  678573";"  199705";"     404";"     231";"   99704";"     208";"   11690";"       7";"  690235";"     453";"   21759";"    3951";"     390";"     169"
"26674";"A009523";"PV30  ";"2010JJ00";" 1513667";"     485";"  632311";"  159426";"     382";"     192";"  123024";"     224";"   14340";"       6";"  758189";"     462";"   25736";"    4852";"     389";"     153"
"26675";"A009523";"PV30  ";"2011JJ00";" 1570036";"     478";"  669476";"  195939";"     388";"     197";"  114698";"     204";"   11500";"       5";"  785747";"     456";"   25112";"    5597";"     389";"     142"
"26676";"A009523";"PV30  ";"2012JJ00";" 1416482";"     447";"  571765";"  168826";"     353";"     197";"   97151";"     182";"    9100";"       3";"  747475";"     432";"   26198";"    4397";"     380";"     117"
"26677";"A009523";"PV30  ";"2013JJ00";" 1253223";"     406";"  491535";"  142558";"     323";"     168";"   88518";"     160";"    4100";"       2";"  673129";"     396";"   21240";"    5089";"     337";"     109"
"26678";"A009523";"PV30  ";"2014JJ00";" 1225976";"     398";"  479867";"   90779";"     315";"     125";"   88306";"     154";"   11800";"       3";"  657685";"     390";"   20894";"    5645";"     327";"     101"
"26679";"A009523";"PV30  ";"2015JJ00";" 1245784";"     392";"  478226";"  109370";"     322";"     131";"   89127";"     154";"   25661";"       6";"  678174";"     385";"   22588";"    3186";"     320";"     106"
"26680";"A009523";"PV30  ";"2016JJ00";" 1380947";"     402";"  513951";"  113675";"     345";"     119";"   97649";"     153";"   10861";"       2";"  769238";"     392";"   26475";"    2690";"     348";"      91"
"26681";"A009523";"PV30  ";"2017JJ00";" 1668702";"     442";"  656476";"  117505";"     379";"     123";"  123696";"     174";"   12647";"       3";"  888404";"     436";"   28005";"    4213";"     386";"      86"
"26682";"A009523";"PV30  ";"2018JJ00";" 1708946";"     431";"  670197";"  124654";"     377";"     133";"  127097";"     160";"   20827";"       3";"  911444";"     425";"   25725";"    5563";"     374";"      85"
"26683";"A009523";"PV30  ";"2019JJ00";" 1584334";"     448";"  668053";"  154123";"     403";"     176";"   98863";"     160";"   21827";"       3";"  817200";"     440";"   25093";"    4699";"     386";"      95"
"26684";"A009523";"PV30  ";"2020JJ00";" 1504990";"     394";"  586570";"  119596";"     345";"     139";"   84071";"     141";"     827";"       1";"  834341";"     389";"   27006";"    5255";"     357";"      50"
"26685";"A009523";"PV30  ";"2021JJ00";" 1470911";"     396";"  581956";"  121010";"     352";"     141";"   90182";"     149";"     827";"       1";"  798765";"     393";"   28965";"    5457";"     362";"      55"
"26686";"A009523";"PV30  ";"2022JJ00";" 1380862";"     347";"  585881";"  142030";"     314";"     141";"   78763";"     134";"    7200";"       2";"  716146";"     340";"   28010";"    5202";"     308";"      55"
"26687";"A009523";"PV30  ";"2023JJ00";" 1534226";"     398";"  647795";"  171715";"     367";"     171";"   75962";"     131";"   16900";"       3";"  810300";"     394";"   28612";"    4927";"     360";"      58"
"26688";"A009523";"PV31  ";"2000JJ00";" 1419137";"     503";"  765800";"  291557";"     467";"     370";"   88330";"     208";"   56120";"       7";"  564446";"     436";"   16308";"    2702";"     402";"     172"
"26689";"A009523";"PV31  ";"2001JJ00";" 1217337";"     483";"  727308";"  261630";"     452";"     330";"   78905";"     188";"   25356";"       6";"  410870";"     409";"   15760";"    3001";"     386";"     164"
"26690";"A009523";"PV31  ";"2002JJ00";" 1311609";"     466";"  726300";"  259539";"     434";"     320";"  108136";"     206";"   18750";"       9";"  476985";"     392";"   16551";"    3896";"     363";"     171"
"26691";"A009523";"PV31  ";"2003JJ00";" 1302136";"     428";"  717249";"  272807";"     396";"     316";"  102682";"     182";"   38450";"       9";"  481820";"     362";"   13516";"    2334";"     323";"     154"
"26692";"A009523";"PV31  ";"2004JJ00";" 1280879";"     402";"  697955";"  272487";"     371";"     292";"   95899";"     157";"   50736";"      12";"  486518";"     340";"   14124";"    2669";"     315";"     133"
"26693";"A009523";"PV31  ";"2005JJ00";" 1080487";"     359";"  612727";"  244706";"     328";"     266";"   87150";"     132";"   39360";"       9";"  380216";"     315";"   11609";"    1838";"     285";"     116"
"26694";"A009523";"PV31  ";"2006JJ00";" 1206339";"     361";"  672662";"  287925";"     339";"     262";"   93647";"     136";"   31500";"       4";"  439715";"     322";"   12940";"    3110";"     290";"     116"
"26695";"A009523";"PV31  ";"2007JJ00";" 1286917";"     364";"  663658";"  261934";"     332";"     258";"  105402";"     157";"   51995";"      10";"  517337";"     328";"   13189";"    2755";"     286";"     119"
"26696";"A009523";"PV31  ";"2008JJ00";" 1221140";"     338";"  632741";"  303727";"     309";"     256";"   94269";"     139";"   45390";"       7";"  493676";"     309";"   12969";"    2250";"     264";"     111"
"26697";"A009523";"PV31  ";"2009JJ00";" 1197311";"     314";"  629092";"  278599";"     281";"     231";"   93363";"     134";"   46490";"       5";"  474391";"     277";"   14343";"    1702";"     245";"     108"
"26698";"A009523";"PV31  ";"2010JJ00";" 1132123";"     301";"  569240";"  254480";"     275";"     217";"   96939";"     126";"   50020";"       4";"  465444";"     280";"   12917";"    2303";"     236";"     101"
"26699";"A009523";"PV31  ";"2011JJ00";" 1113621";"     285";"  517024";"  213984";"     248";"     187";"  102460";"     118";"   66200";"       6";"  493475";"     265";"   12725";"    2051";"     228";"      87"
